28.54,77.232,6,"October 31st 2017, 07:51:41.000"
28.626,77.241,3,"October 31st 2017, 11:17:43.000"
28.64,77.241,2,"October 31st 2017, 11:22:49.000"
28.64,77.244,4,"October 31st 2017, 14:27:16.000"
28.64,77.256,2,"October 31st 2017, 14:19:51.000"
28.643,77.24,0,"October 31st 2017, 21:21:18.000"
28.656,77.237,0,"October 31st 2017, 21:27:46.000"
28.657,77.237,2,"October 31st 2017, 15:10:40.000"
28.66,77.232,4,"October 31st 2017, 14:47:55.000"
28.66,77.232,5,"October 31st 2017, 04:18:48.000"
28.66,77.232,2,"October 31st 2017, 21:33:40.000"
28.66,77.232,3,"October 31st 2017, 06:33:16.000"
28.66,77.232,5,"October 31st 2017, 06:33:21.000"
28.66,77.232,4,"October 31st 2017, 04:18:58.000"
28.66,77.232,3,"October 31st 2017, 18:34:18.000"
28.516,77.227,1,"October 31st 2017, 16:20:45.000"
28.516,77.225,3,"October 31st 2017, 10:28:22.000"
28.52,77.228,0.333,"October 31st 2017, 07:42:21.000"
28.525,77.23,6,"October 31st 2017, 16:15:50.000"
28.528,77.231,2,"October 31st 2017, 10:34:47.000"
28.543,77.231,2,"October 31st 2017, 09:37:52.000"
28.613,77.24,0,"October 31st 2017, 06:43:47.000"
28.62,77.24,0,"October 31st 2017, 17:25:16.000"
28.62,77.24,5,"October 31st 2017, 15:35:50.000"
28.64,77.257,0,"October 31st 2017, 11:32:35.000"
28.64,77.241,3,"October 31st 2017, 14:31:16.000"
28.64,77.241,6,"October 31st 2017, 11:25:13.000"
28.641,77.256,4,"October 31st 2017, 01:22:34.000"
28.641,77.241,2,"October 31st 2017, 21:44:05.000"
28.641,77.241,5,"October 31st 2017, 04:26:03.000"
28.65,77.239,0,"October 31st 2017, 15:17:21.000"
28.65,77.239,6,"October 31st 2017, 17:40:53.000"
28.654,77.236,2,"October 31st 2017, 14:38:26.000"
28.656,77.237,2,"October 31st 2017, 14:40:11.000"
28.658,77.232,0,"October 31st 2017, 08:36:10.000"
28.658,77.232,1,"October 31st 2017, 17:54:08.000"
28.66,77.232,5,"October 31st 2017, 08:34:00.000"
28.66,77.233,10,"October 31st 2017, 04:13:33.000"
28.66,77.234,10,"October 31st 2017, 08:33:37.000"
28.66,77.235,5,"October 31st 2017, 21:34:40.000"
28.66,77.235,12,"October 31st 2017, 08:57:08.000"
28.66,77.235,6,"October 31st 2017, 15:05:40.000"
28.66,77.236,8,"October 31st 2017, 04:19:38.000"
28.66,77.236,4,"October 31st 2017, 06:34:01.000"
28.66,77.232,3,"October 31st 2017, 14:48:25.000"
28.66,77.232,9,"October 31st 2017, 08:33:52.000"
28.66,77.234,5,"October 31st 2017, 21:34:25.000"
28.66,77.232,6,"October 31st 2017, 17:49:33.000"
28.66,77.232,3,"October 31st 2017, 21:34:00.000"
28.66,77.233,12,"October 31st 2017, 05:51:44.000"
28.66,77.233,4,"October 31st 2017, 21:34:05.000"
28.66,77.233,5,"October 31st 2017, 21:34:10.000"
28.66,77.233,7,"October 31st 2017, 04:19:18.000"
28.66,77.234,6,"October 31st 2017, 18:34:38.000"
28.66,77.234,10,"October 31st 2017, 04:19:23.000"
28.66,77.232,0,"October 31st 2017, 08:56:09.000"
28.66,77.233,9,"October 31st 2017, 08:56:53.000"
28.516,77.225,3,"October 31st 2017, 20:36:58.000"
28.516,77.225,3,"October 31st 2017, 07:38:31.000"
28.516,77.224,5,"October 31st 2017, 16:23:25.000"
28.516,77.224,0,"October 31st 2017, 16:23:44.000"
28.516,77.224,6,"October 31st 2017, 07:26:46.000"
28.516,77.224,6,"October 31st 2017, 07:37:56.000"
28.516,77.224,4,"October 31st 2017, 20:36:33.000"
